setup,run,k_actions,no_epidemic,timestep,susceptible_nodes,infected_nodes,infection_1_nodes_blue,infection_2_nodes_blue,infection_3_nodes_blue,infection_1_nodes_yellow,infection_2_nodes_yellow,infection_3_nodes_yellow,infection_1_nodes_red,infection_2_nodes_red,infection_3_nodes_red,infection_1_nodes_black,infection_2_nodes_black,infection_3_nodes_black,epidemic_cards_drawn,outbreaks,deck_empty,player_stack,infection_stack,infection_discard_stack,infection_rate_counter
baseline,3,0,0,4,29,19,6,1,0,4,1,0,2,0,0,1,1,3,0,0,False,38,29,19,0
baseline,3,0,0,5,27,21,6,1,0,5,1,0,2,0,0,2,1,3,0,0,False,36,27,21,0
baseline,3,0,0,6,25,23,6,1,0,5,1,0,3,0,0,3,1,3,0,0,False,34,25,23,0
baseline,3,0,0,7,23,25,6,1,0,5,1,0,5,0,0,3,1,3,0,0,False,32,23,25,0
baseline,3,0,0,8,21,27,6,1,0,5,1,0,7,0,0,3,1,3,0,0,False,30,21,27,0
baseline,3,0,0,9,19,29,7,1,0,5,1,0,7,0,0,4,1,3,0,0,False,28,19,29,0
baseline,3,0,0,10,17,31,8,1,0,5,1,0,7,0,0,5,1,3,0,0,False,26,17,31,0
baseline,3,0,0,11,15,33,8,1,0,6,1,0,7,0,0,6,1,3,0,0,False,24,15,33,0
baseline,3,0,0,12,13,35,9,1,0,7,1,0,7,0,0,6,1,3,0,0,False,22,13,35,0
baseline,3,0,0,13,11,37,9,1,0,8,1,0,7,0,0,7,1,3,0,0,False,20,11,37,0
baseline,3,0,0,14,9,39,9,1,0,8,1,0,9,0,0,7,1,3,0,0,False,18,9,39,0
baseline,3,0,0,15,7,41,9,1,0,9,1,0,9,0,0,8,1,3,0,0,False,16,7,41,0
baseline,3,0,0,16,5,43,10,1,0,9,1,0,10,0,0,8,1,3,0,0,False,14,5,43,0
baseline,3,0,0,17,3,45,10,1,0,10,1,0,11,0,0,8,1,3,0,0,False,12,3,45,0
baseline,3,0,0,18,1,47,10,1,0,11,1,0,12,0,0,8,1,3,0,0,False,10,1,47,0
baseline,3,0,0,19,0,48,11,1,0,11,1,0,12,0,0,8,1,3,0,0,False,8,0,48,0
baseline,3,0,0,20,0,48,11,1,0,11,1,0,12,0,0,8,1,3,0,0,False,6,0,48,0
baseline,3,0,0,21,0,48,11,1,0,11,1,0,12,0,0,8,1,3,0,0,False,4,0,48,0
baseline,3,0,0,22,0,48,11,1,0,11,1,0,12,0,0,8,1,3,0,0,False,2,0,48,0
baseline,3,0,0,23,0,48,11,1,0,11,1,0,12,0,0,8,1,3,0,0,False,0,0,48,0
baseline,4,0,0,-1,39,9,0,1,1,1,1,1,1,0,0,1,1,1,0,0,False,48,39,9,0
baseline,4,0,0,0,37,11,1,1,1,1,1,1,2,0,0,1,1,1,0,0,False,46,37,11,0
baseline,4,0,0,1,35,13,1,1,1,2,1,1,2,0,0,2,1,1,0,0,False,44,35,13,0
baseline,4,0,0,2,33,15,1,1,1,2,1,1,4,0,0,2,1,1,0,0,False,42,33,15,0
baseline,4,0,0,3,31,17,1,1,1,3,1,1,5,0,0,2,1,1,0,0,False,40,31,17,0
baseline,4,0,0,4,29,19,2,1,1,3,1,1,5,0,0,3,1,1,0,0,False,38,29,19,0
baseline,4,0,0,5,27,21,3,1,1,4,1,1,5,0,0,3,1,1,0,0,False,36,27,21,0
baseline,4,0,0,6,25,23,3,1,1,5,1,1,6,0,0,3,1,1,0,0,False,34,25,23,0
baseline,4,0,0,7,23,25,4,1,1,6,1,1,6,0,0,3,1,1,0,0,False,32,23,25,0
baseline,4,0,0,8,21,27,5,1,1,7,1,1,6,0,0,3,1,1,0,0,False,30,21,27,0
baseline,4,0,0,9,19,29,6,1,1,7,1,1,6,0,0,4,1,1,0,0,False,28,19,29,0
baseline,4,0,0,10,17,31,7,1,1,7,1,1,6,0,0,5,1,1,0,0,False,26,17,31,0
baseline,4,0,0,11,15,33,8,1,1,7,1,1,7,0,0,5,1,1,0,0,False,24,15,33,0
baseline,4,0,0,12,13,35,9,1,1,7,1,1,8,0,0,5,1,1,0,0,False,22,13,35,0
baseline,4,0,0,13,11,37,9,1,1,8,1,1,8,0,0,6,1,1,0,0,False,20,11,37,0
baseline,4,0,0,14,9,39,9,1,1,9,1,1,9,0,0,6,1,1,0,0,False,18,9,39,0
baseline,4,0,0,15,7,41,10,1,1,9,1,1,10,0,0,6,1,1,0,0,False,16,7,41,0
baseline,4,0,0,16,5,43,10,1,1,9,1,1,11,0,0,7,1,1,0,0,False,14,5,43,0
baseline,4,0,0,17,3,45,10,1,1,10,1,1,11,0,0,8,1,1,0,0,False,12,3,45,0
baseline,4,0,0,18,1,47,10,1,1,10,1,1,12,0,0,9,1,1,0,0,False,10,1,47,0
baseline,4,0,0,19,0,48,10,1,1,10,1,1,12,0,0,10,1,1,0,0,False,8,0,48,0
baseline,4,0,0,20,0,48,10,1,1,10,1,1,12,0,0,10,1,1,0,0,False,6,0,48,0
baseline,4,0,0,21,0,48,10,1,1,10,1,1,12,0,0,10,1,1,0,0,False,4,0,48,0
baseline,4,0,0,22,0,48,10,1,1,10,1,1,12,0,0,10,1,1,0,0,False,2,0,48,0
baseline,4,0,0,23,0,48,10,1,1,10,1,1,12,0,0,10,1,1,0,0,False,0,0,48,0
baseline,5,0,0,-1,39,9,0,2,1,1,0,0,2,0,1,0,1,1,0,0,False,48,39,9,0
baseline,5,0,0,0,37,11,0,2,1,2,0,0,2,0,1,1,1,1,0,0,False,46,37,11,0
baseline,5,0,0,1,35,13,1,2,1,2,0,0,2,0,1,2,1,1,0,0,False,44,35,13,0
baseline,5,0,0,2,33,15,2,2,1,2,0,0,3,0,1,2,1,1,0,0,False,42,33,15,0
baseline,5,0,0,3,31,17,2,2,1,2,0,0,4,0,1,3,1,1,0,0,False,40,31,17,0
baseline,5,0,0,4,29,19,2,2,1,2,0,0,4,0,1,5,1,1,0,0,False,38,29,19,0
baseline,5,0,0,5,27,21,3,2,1,2,0,0,4,0,1,6,1,1,0,0,False,36,27,21,0
baseline,5,0,0,6,25,23,4,2,1,2,0,0,5,0,1,6,1,1,0,0,False,34,25,23,0
baseline,5,0,0,7,23,25,5,2,1,3,0,0,5,0,1,6,1,1,0,0,False,32,23,25,0
baseline,5,0,0,8,21,27,6,2,1,3,0,0,5,0,1,7,1,1,0,0,False,30,21,27,0
baseline,5,0,0,9,19,29,6,2,1,4,0,0,5,0,1,8,1,1,0,0,False,28,19,29,0
baseline,5,0,0,10,17,31,6,2,1,4,0,0,7,0,1,8,1,1,0,0,False,26,17,31,0
baseline,5,0,0,11,15,33,6,2,1,5,0,0,8,0,1,8,1,1,0,0,False,24,15,33,0
baseline,5,0,0,12,13,35,6,2,1,6,0,0,9,0,1,8,1,1,0,0,False,22,13,35,0
baseline,5,0,0,13,11,37,6,2,1,8,0,0,9,0,1,8,1,1,0,0,False,20,11,37,0
baseline,5,0,0,14,9,39,6,2,1,10,0,0,9,0,1,8,1,1,0,0,False,18,9,39,0
baseline,5,0,0,15,7,41,7,2,1,10,0,0,10,0,1,8,1,1,0,0,False,16,7,41,0
baseline,5,0,0,16,5,43,8,2,1,10,0,0,10,0,1,9,1,1,0,0,False,14,5,43,0
baseline,5,0,0,17,3,45,8,2,1,11,0,0,10,0,1,10,1,1,0,0,False,12,3,45,0
baseline,5,0,0,18,1,47,9,2,1,12,0,0,10,0,1,10,1,1,0,0,False,10,1,47,0
baseline,5,0,0,19,0,48,9,2,1,12,0,0,11,0,1,10,1,1,0,0,False,8,0,48,0
baseline,5,0,0,20,0,48,9,2,1,12,0,0,11,0,1,10,1,1,0,0,False,6,0,48,0
baseline,5,0,0,21,0,48,9,2,1,12,0,0,11,0,1,10,1,1,0,0,False,4,0,48,0
baseline,5,0,0,22,0,48,9,2,1,12,0,0,11,0,1,10,1,1,0,0,False,2,0,48,0
baseline,5,0,0,23,0,48,9,2,1,12,0,0,11,0,1,10,1,1,0,0,False,0,0,48,0
baseline,6,0,0,-1,39,9,1,1,2,2,1,1,0,0,0,0,1,0,0,0,False,48,39,9,0
baseline,6,0,0,0,37,11,2,1,2,3,1,1,0,0,0,0,1,0,0,0,False,46,37,11,0
baseline,6,0,0,1,35,13,3,1,2,4,1,1,0,0,0,0,1,0,0,0,False,44,35,13,0
baseline,6,0,0,2,33,15,3,1,2,5,1,1,1,0,0,0,1,0,0,0,False,42,33,15,0
baseline,6,0,0,3,31,17,3,1,2,5,1,1,3,0,0,0,1,0,0,0,False,40,31,17,0
baseline,6,0,0,4,29,19,5,1,2,5,1,1,3,0,0,0,1,0,0,0,False,38,29,19,0
baseline,6,0,0,5,27,21,5,1,2,5,1,1,4,0,0,1,1,0,0,0,False,36,27,21,0
baseline,6,0,0,6,25,23,6,1,2,5,1,1,5,0,0,1,1,0,0,0,False,34,25,23,0
baseline,6,0,0,7,23,25,6,1,2,7,1,1,5,0,0,1,1,0,0,0,False,32,23,25,0
baseline,6,0,0,8,21,27,6,1,2,7,1,1,6,0,0,2,1,0,0,0,False,30,21,27,0
baseline,6,0,0,9,19,29,7,1,2,7,1,1,6,0,0,3,1,0,0,0,False,28,19,29,0
baseline,6,0,0,10,17,31,7,1,2,7,1,1,7,0,0,4,1,0,0,0,False,26,17,31,0
baseline,6,0,0,11,15,33,7,1,2,7,1,1,8,0,0,5,1,0,0,0,False,24,15,33,0
baseline,6,0,0,12,13,35,7,1,2,8,1,1,8,0,0,6,1,0,0,0,False,22,13,35,0
baseline,6,0,0,13,11,37,7,1,2,8,1,1,10,0,0,6,1,0,0,0,False,20,11,37,0
baseline,6,0,0,14,9,39,9,1,2,8,1,1,10,0,0,6,1,0,0,0,False,18,9,39,0
baseline,6,0,0,15,7,41,9,1,2,8,1,1,11,0,0,7,1,0,0,0,False,16,7,41,0
baseline,6,0,0,16,5,43,9,1,2,9,1,1,11,0,0,8,1,0,0,0,False,14,5,43,0
baseline,6,0,0,17,3,45,9,1,2,9,1,1,12,0,0,9,1,0,0,0,False,12,3,45,0
baseline,6,0,0,18,1,47,9,1,2,9,1,1,12,0,0,11,1,0,0,0,False,10,1,47,0
baseline,6,0,0,19,0,48,9,1,2,10,1,1,12,0,0,11,1,0,0,0,False,8,0,48,0
baseline,6,0,0,20,0,48,9,1,2,10,1,1,12,0,0,11,1,0,0,0,False,6,0,48,0
baseline,6,0,0,21,0,48,9,1,2,10,1,1,12,0,0,11,1,0,0,0,False,4,0,48,0
baseline,6,0,0,22,0,48,9,1,2,10,1,1,12,0,0,11,1,0,0,0,False,2,0,48,0
baseline,6,0,0,23,0,48,9,1,2,10,1,1,12,0,0,11,1,0,0,0,False,0,0,48,0
baseline,7,0,0,-1,39,9,0,0,1,1,2,1,1,1,0,1,0,1,0,0,False,48,39,9,0
baseline,7,0,0,0,37,11,0,0,1,1,2,1,3,1,0,1,0,1,0,0,False,46,37,11,0
baseline,7,0,0,1,35,13,2,0,1,1,2,1,3,1,0,1,0,1,0,0,False,44,35,13,0
baseline,7,0,0,2,33,15,2,0,1,1,2,1,3,1,0,3,0,1,0,0,False,42,33,15,0
baseline,7,0,0,3,31,17,2,0,1,1,2,1,3,1,0,5,0,1,0,0,False,40,31,17,0
baseline,7,0,0,4,29,19,2,0,1,1,2,1,4,1,0,6,0,1,0,0,False,38,29,19,0
baseline,7,0,0,5,27,21,3,0,1,2,2,1,4,1,0,6,0,1,0,0,False,36,27,21,0
baseline,7,0,0,6,25,23,3,0,1,2,2,1,5,1,0,7,0,1,0,0,False,34,25,23,0
baseline,7,0,0,7,23,25,3,0,1,3,2,1,6,1,0,7,0,1,0,0,False,32,23,25,0
baseline,7,0,0,8,21,27,4,0,1,3,2,1,7,1,0,7,0,1,0,0,False,30,21,27,0
baseline,7,0,0,9,19,29,4,0,1,3,2,1,8,1,0,8,0,1,0,0,False,28,19,29,0
baseline,7,0,0,10,17,31,4,0,1,4,2,1,8,1,0,9,0,1,0,0,False,26,17,31,0
baseline,7,0,0,11,15,33,5,0,1,5,2,1,8,1,0,9,0,1,0,0,False,24,15,33,0
baseline,7,0,0,12,13,35,5,0,1,6,2,1,9,1,0,9,0,1,0,0,False,22,13,35,0
baseline,7,0,0,13,11,37,6,0,1,7,2,1,9,1,0,9,0,1,0,0,False,20,11,37,0
baseline,7,0,0,14,9,39,6,0,1,8,2,1,9,1,0,10,0,1,0,0,False,18,9,39,0
baseline,7,0,0,15,7,41,7,0,1,8,2,1,10,1,0,10,0,1,0,0,False,16,7,41,0
baseline,7,0,0,16,5,43,9,0,1,8,2,1,10,1,0,10,0,1,0,0,False,14,5,43,0
baseline,7,0,0,17,3,45,10,0,1,8,2,1,11,1,0,10,0,1,0,0,False,12,3,45,0
baseline,7,0,0,18,1,47,11,0,1,8,2,1,11,1,0,11,0,1,0,0,False,10,1,47,0
baseline,7,0,0,19,0,48,11,0,1,9,2,1,11,1,0,11,0,1,0,0,False,8,0,48,0
baseline,7,0,0,20,0,48,11,0,1,9,2,1,11,1,0,11,0,1,0,0,False,6,0,48,0
baseline,7,0,0,21,0,48,11,0,1,9,2,1,11,1,0,11,0,1,0,0,False,4,0,48,0
baseline,7,0,0,22,0,48,11,0,1,9,2,1,11,1,0,11,0,1,0,0,False,2,0,48,0
baseline,7,0,0,23,0,48,11,0,1,9,2,1,11,1,0,11,0,1,0,0,False,0,0,48,0
baseline,8,0,0,-1,39,9,1,2,0,0,1,1,1,0,0,1,0,2,0,0,False,48,39,9,0
baseline,8,0,0,0,37,11,1,2,0,1,1,1,1,0,0,2,0,2,0,0,False,46,37,11,0
baseline,8,0,0,1,35,13,2,2,0,1,1,1,1,0,0,3,0,2,0,0,False,44,35,13,0
baseline,8,0,0,2,33,15,3,2,0,2,1,1,1,0,0,3,0,2,0,0,False,42,33,15,0
baseline,8,0,0,3,31,17,4,2,0,3,1,1,1,0,0,3,0,2,0,0,False,40,31,17,0
baseline,8,0,0,4,29,19,4,2,0,3,1,1,3,0,0,3,0,2,0,0,False,38,29,19,0
baseline,8,0,0,5,27,21,5,2,0,4,1,1,3,0,0,3,0,2,0,0,False,36,27,21,0
baseline,8,0,0,6,25,23,5,2,0,5,1,1,3,0,0,4,0,2,0,0,False,34,25,23,0
baseline,8,0,0,7,23,25,5,2,0,5,1,1,5,0,0,4,0,2,0,0,False,32,23,25,0
baseline,8,0,0,8,21,27,6,2,0,5,1,1,6,0,0,4,0,2,0,0,False,30,21,27,0
baseline,8,0,0,9,19,29,6,2,0,5,1,1,7,0,0,5,0,2,0,0,False,28,19,29,0
baseline,8,0,0,10,17,31,8,2,0,5,1,1,7,0,0,5,0,2,0,0,False,26,17,31,0
baseline,8,0,0,11,15,33,9,2,0,5,1,1,8,0,0,5,0,2,0,0,False,24,15,33,0
baseline,8,0,0,12,13,35,9,2,0,6,1,1,9,0,0,5,0,2,0,0,False,22,13,35,0
baseline,8,0,0,13,11,37,9,2,0,6,1,1,9,0,0,7,0,2,0,0,False,20,11,37,0
baseline,8,0,0,14,9,39,10,2,0,6,1,1,10,0,0,7,0,2,0,0,False,18,9,39,0
baseline,8,0,0,15,7,41,10,2,0,7,1,1,10,0,0,8,0,2,0,0,False,16,7,41,0
baseline,8,0,0,16,5,43,10,2,0,8,1,1,10,0,0,9,0,2,0,0,False,14,5,43,0
baseline,8,0,0,17,3,45,10,2,0,9,1,1,11,0,0,9,0,2,0,0,False,12,3,45,0
baseline,8,0,0,18,1,47,10,2,0,10,1,1,11,0,0,10,0,2,0,0,False,10,1,47,0
baseline,8,0,0,19,0,48,10,2,0,10,1,1,12,0,0,10,0,2,0,0,False,8,0,48,0
baseline,8,0,0,20,0,48,10,2,0,10,1,1,12,0,0,10,0,2,0,0,False,6,0,48,0
baseline,8,0,0,21,0,48,10,2,0,10,1,1,12,0,0,10,0,2,0,0,False,4,0,48,0
baseline,8,0,0,22,0,48,10,2,0,10,1,1,12,0,0,10,0,2,0,0,False,2,0,48,0
baseline,8,0,0,23,0,48,10,2,0,10,1,1,12,0,0,10,0,2,0,0,False,0,0,48,0
baseline,9,0,0,-1,39,9,2,2,1,0,0,0,0,0,1,1,1,1,0,0,False,48,39,9,0
baseline,9,0,0,0,37,11,3,2,1,0,0,0,1,0,1,1,1,1,0,0,False,46,37,11,0
baseline,9,0,0,1,35,13,3,2,1,0,0,0,3,0,1,1,1,1,0,0,False,44,35,13,0
baseline,9,0,0,2,33,15,3,2,1,2,0,0,3,0,1,1,1,1,0,0,False,42,33,15,0
baseline,9,0,0,3,31,17,3,2,1,3,0,0,4,0,1,1,1,1,0,0,False,40,31,17,0
baseline,9,0,0,4,29,19,3,2,1,4,0,0,5,0,1,1,1,1,0,0,False,38,29,19,0
baseline,9,0,0,5,27,21,5,2,1,4,0,0,5,0,1,1,1,1,0,0,False,36,27,21,0
baseline,9,0,0,6,25,23,5,2,1,5,0,0,6,0,1,1,1,1,0,0,False,34,25,23,0
baseline,9,0,0,7,23,25,5,2,1,6,0,0,6,0,1,2,1,1,0,0,False,32,23,25,0
baseline,9,0,0,8,21,27,5,2,1,7,0,0,6,0,1,3,1,1,0,0,False,30,21,27,0
baseline,9,0,0,9,19,29,5,2,1,7,0,0,7,0,1,4,1,1,0,0,False,28,19,29,0
baseline,9,0,0,10,17,31,5,2,1,8,0,0,8,0,1,4,1,1,0,0,False,26,17,31,0
baseline,9,0,0,11,15,33,5,2,1,9,0,0,9,0,1,4,1,1,0,0,False,24,15,33,0
baseline,9,0,0,12,13,35,7,2,1,9,0,0,9,0,1,4,1,1,0,0,False,22,13,35,0
baseline,9,0,0,13,11,37,8,2,1,9,0,0,9,0,1,5,1,1,0,0,False,20,11,37,0
baseline,9,0,0,14,9,39,8,2,1,9,0,0,10,0,1,6,1,1,0,0,False,18,9,39,0
baseline,9,0,0,15,7,41,8,2,1,9,0,0,11,0,1,7,1,1,0,0,False,16,7,41,0
baseline,9,0,0,16,5,43,9,2,1,10,0,0,11,0,1,7,1,1,0,0,False,14,5,43,0
baseline,9,0,0,17,3,45,9,2,1,11,0,0,11,0,1,8,1,1,0,0,False,12,3,45,0
baseline,9,0,0,18,1,47,9,2,1,12,0,0,11,0,1,9,1,1,0,0,False,10,1,47,0
baseline,9,0,0,19,0,48,9,2,1,12,0,0,11,0,1,10,1,1,0,0,False,8,0,48,0
baseline,9,0,0,20,0,48,9,2,1,12,0,0,11,0,1,10,1,1,0,0,False,6,0,48,0
baseline,9,0,0,21,0,48,9,2,1,12,0,0,11,0,1,10,1,1,0,0,False,4,0,48,0
baseline,9,0,0,22,0,48,9,2,1,12,0,0,11,0,1,10,1,1,0,0,False,2,0,48,0
baseline,9,0,0,23,0,48,9,2,1,12,0,0,11,0,1,10,1,1,0,0,False,0,0,48,0
baseline,10,0,0,-1,39,9,0,2,1,1,0,1,1,1,0,1,0,1,0,0,False,48,39,9,0
baseline,10,0,0,0,37,11,1,2,1,2,0,1,1,1,0,1,0,1,0,0,False,46,37,11,0
baseline,10,0,0,1,35,13,1,2,1,3,0,1,2,1,0,1,0,1,0,0,False,44,35,13,0
baseline,10,0,0,2,33,15,1,2,1,3,0,1,3,1,0,2,0,1,0,0,False,42,33,15,0
baseline,10,0,0,3,31,17,2,2,1,3,0,1,3,1,0,3,0,1,0,0,False,40,31,17,0
baseline,10,0,0,4,29,19,3,2,1,4,0,1,3,1,0,3,0,1,0,0,False,38,29,19,0
baseline,10,0,0,5,27,21,3,2,1,5,0,1,3,1,0,4,0,1,0,0,False,36,27,21,0
baseline,10,0,0,6,25,23,4,2,1,5,0,1,3,1,0,5,0,1,0,0,False,34,25,23,0
baseline,10,0,0,7,23,25,5,2,1,5,0,1,4,1,0,5,0,1,0,0,False,32,23,25,0
baseline,10,0,0,8,21,27,5,2,1,6,0,1,4,1,0,6,0,1,0,0,False,30,21,27,0
baseline,10,0,0,9,19,29,5,2,1,7,0,1,5,1,0,6,0,1,0,0,False,28,19,29,0
baseline,10,0,0,10,17,31,5,2,1,8,0,1,6,1,0,6,0,1,0,0,False,26,17,31,0
baseline,10,0,0,11,15,33,5,2,1,9,0,1,7,1,0,6,0,1,0,0,False,24,15,33,0
baseline,10,0,0,12,13,35,7,2,1,9,0,1,7,1,0,6,0,1,0,0,False,22,13,35,0
baseline,10,0,0,13,11,37,7,2,1,9,0,1,8,1,0,7,0,1,0,0,False,20,11,37,0
baseline,10,0,0,14,9,39,7,2,1,10,0,1,9,1,0,7,0,1,0,0,False,18,9,39,0
baseline,10,0,0,15,7,41,7,2,1,10,0,1,9,1,0,9,0,1,0,0,False,16,7,41,0
baseline,10,0,0,16,5,43,7,2,1,10,0,1,11,1,0,9,0,1,0,0,False,14,5,43,0
baseline,10,0,0,17,3,45,9,2,1,10,0,1,11,1,0,9,0,1,0,0,False,12,3,45,0
baseline,10,0,0,18,1,47,9,2,1,11,0,1,11,1,0,10,0,1,0,0,False,10,1,47,0
baseline,10,0,0,19,0,48,9,2,1,11,0,1,11,1,0,11,0,1,0,0,False,8,0,48,0
baseline,10,0,0,20,0,48,9,2,1,11,0,1,11,1,0,11,0,1,0,0,False,6,0,48,0
baseline,10,0,0,21,0,48,9,2,1,11,0,1,11,1,0,11,0,1,0,0,False,4,0,48,0
baseline,10,0,0,22,0,48,9,2,1,11,0,1,11,1,0,11,0,1,0,0,False,2,0,48,0
baseline,10,0,0,23,0,48,9,2,1,11,0,1,11,1,0,11,0,1,0,0,False,0,0,48,0
