setup,run,k_actions,no_epidemic,timestep,susceptible_nodes,infection_1_nodes,infection_2_nodes,infection_3_nodes,epidemic_cards_drawn,outbreaks,deck_empty,player_stack,infection_stack,infection_discard_stack,infection_rate_counter
baseline,2,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,2,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,2,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,2,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,3,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,3,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,3,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,3,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,3,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,3,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,3,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,3,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,3,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,3,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,3,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,3,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,3,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,3,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,3,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,3,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,3,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,3,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,3,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,3,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,3,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,3,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,3,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,3,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,3,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,4,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,4,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,4,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,4,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,4,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,4,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,4,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,4,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,4,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,4,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,4,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,4,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,4,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,4,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,4,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,4,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,4,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,4,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,4,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,4,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,4,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,4,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,4,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,4,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,4,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,5,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,5,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,5,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,5,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,5,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,5,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,5,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,5,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,5,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,5,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,5,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,5,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,5,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,5,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,5,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,5,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,5,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,5,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,5,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,5,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,5,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,5,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,5,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,5,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,5,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,6,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,6,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,6,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,6,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,6,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,6,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,6,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,6,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,6,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,6,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,6,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,6,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,6,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,6,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,6,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,6,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,6,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,6,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,6,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,6,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,6,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,6,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,6,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,6,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,6,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,7,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,7,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,7,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,7,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,7,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,7,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,7,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,7,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,7,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,7,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,7,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,7,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,7,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,7,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,7,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,7,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,7,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,7,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,7,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,7,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,7,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,7,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,7,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,7,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,7,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,8,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,8,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,8,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,8,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,8,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,8,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,8,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,8,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,8,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,8,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,8,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,8,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,8,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,8,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,8,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,8,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,8,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,8,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,8,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,8,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,8,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,8,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,8,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,8,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,8,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,9,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,9,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,9,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,9,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,9,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,9,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,9,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,9,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,9,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,9,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,9,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,9,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,9,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,9,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,9,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,9,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,9,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,9,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,9,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,9,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,9,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,9,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,9,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,9,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,9,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,10,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,10,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,10,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,10,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,10,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,10,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,10,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,10,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,10,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,10,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,10,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,10,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,10,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,10,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,10,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,10,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,10,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,10,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,10,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,10,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,10,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,10,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,10,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,10,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,10,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,11,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,11,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,11,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,11,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,11,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,11,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,11,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,11,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,11,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,11,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,11,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,11,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,11,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,11,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,11,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,11,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,11,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,11,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,11,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,11,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,11,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,11,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,11,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,11,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,11,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,12,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,12,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,12,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,12,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,12,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,12,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,12,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,12,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,12,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,12,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,12,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,12,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,12,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,12,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,12,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,12,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,12,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,12,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,12,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,12,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,12,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,12,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,12,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,12,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,12,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,13,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,13,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,13,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,13,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,13,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,13,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,13,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,13,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,13,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,13,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,13,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,13,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,13,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,13,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,13,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,13,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,13,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,13,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,13,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,13,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,13,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,13,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,13,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,13,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,13,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,14,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,14,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,14,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,14,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,14,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,14,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,14,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,14,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,14,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,14,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,14,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,14,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,14,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,14,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,14,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,14,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,14,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,14,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,14,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,14,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,14,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,14,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,14,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,14,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,14,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,15,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,15,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,15,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,15,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,15,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,15,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,15,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,15,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,15,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,15,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,15,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,15,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,15,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,15,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,15,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,15,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,15,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,15,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,15,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,15,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,15,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,15,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,15,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,15,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,15,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,16,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,16,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,16,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,16,0,0,2,33,9,3,3,0,0,False,42,33,15,0
baseline,16,0,0,3,31,11,3,3,0,0,False,40,31,17,0
baseline,16,0,0,4,29,13,3,3,0,0,False,38,29,19,0
baseline,16,0,0,5,27,15,3,3,0,0,False,36,27,21,0
baseline,16,0,0,6,25,17,3,3,0,0,False,34,25,23,0
baseline,16,0,0,7,23,19,3,3,0,0,False,32,23,25,0
baseline,16,0,0,8,21,21,3,3,0,0,False,30,21,27,0
baseline,16,0,0,9,19,23,3,3,0,0,False,28,19,29,0
baseline,16,0,0,10,17,25,3,3,0,0,False,26,17,31,0
baseline,16,0,0,11,15,27,3,3,0,0,False,24,15,33,0
baseline,16,0,0,12,13,29,3,3,0,0,False,22,13,35,0
baseline,16,0,0,13,11,31,3,3,0,0,False,20,11,37,0
baseline,16,0,0,14,9,33,3,3,0,0,False,18,9,39,0
baseline,16,0,0,15,7,35,3,3,0,0,False,16,7,41,0
baseline,16,0,0,16,5,37,3,3,0,0,False,14,5,43,0
baseline,16,0,0,17,3,39,3,3,0,0,False,12,3,45,0
baseline,16,0,0,18,1,41,3,3,0,0,False,10,1,47,0
baseline,16,0,0,19,0,42,3,3,0,0,False,8,0,48,0
baseline,16,0,0,20,0,42,3,3,0,0,False,6,0,48,0
baseline,16,0,0,21,0,42,3,3,0,0,False,4,0,48,0
baseline,16,0,0,22,0,42,3,3,0,0,False,2,0,48,0
baseline,16,0,0,23,0,42,3,3,0,0,False,0,0,48,0
baseline,17,0,0,-1,39,3,3,3,0,0,False,48,39,9,0
baseline,17,0,0,0,37,5,3,3,0,0,False,46,37,11,0
baseline,17,0,0,1,35,7,3,3,0,0,False,44,35,13,0
baseline,17,0,0,2,33,9,3,3,0,0,False,42,33,15,0
